65,43,19,233130,10,10,9,7,13,0,0,0,25,1,-1
66,17,19,198124,7,10,11,5,13,0,0,0,20,1,-1
67,34,19,111567,9,10,5,5,13,0,0,0,40,1,-1
68,17,19,368700,7,10,11,5,13,0,0,0,28,1,-1
69,63,19,149698,10,15,13,8,13,0,0,0,15,1,-1
70,22,19,226508,13,10,10,5,13,1,0,0,50,1,-1
71,37,12,168496,9,7,6,5,13,0,0,0,10,1,-1
72,23,19,257509,10,10,11,7,13,0,0,0,25,1,-1
73,19,19,52114,10,10,13,5,13,1,0,0,10,1,-1
74,40,19,184682,10,7,9,4,13,1,0,0,40,1,-1
75,32,19,288273,13,15,12,8,13,0,0,0,70,0,-1
76,21,19,255957,10,10,10,7,13,1,4101,0,40,1,-1
77,44,19,126701,9,7,12,4,13,0,0,0,40,1,-1
78,31,19,162572,9,10,8,5,13,0,0,0,16,1,-1
79,19,19,117201,9,10,13,5,13,0,0,0,30,1,-1
80,20,5,223515,12,10,8,5,13,0,0,1719,20,1,-1
81,23,19,137994,10,10,7,5,7,1,0,0,40,1,-1
82,30,12,106742,8,15,5,8,13,0,0,0,75,1,-1
83,22,8,34029,13,10,13,5,13,1,0,0,20,1,-1
84,30,19,241259,11,15,5,8,13,0,0,0,40,1,-1
85,43,19,182254,10,7,13,4,13,1,0,0,40,1,-1
86,34,19,290763,9,7,6,5,13,1,0,0,40,1,-1
87,63,3,124244,9,5,6,7,7,0,0,0,40,1,-1
88,19,19,194608,10,10,8,5,13,1,0,0,20,1,-1
89,51,19,302847,9,15,12,8,13,0,0,0,54,1,-1
90,40,19,182302,9,7,5,7,13,0,0,0,40,1,-1
91,44,19,167725,9,15,12,8,13,0,0,0,40,1,-1
92,49,8,116892,13,7,13,7,7,1,0,0,40,1,-1
93,37,19,203070,10,4,9,5,13,0,0,0,62,1,-1
94,50,19,358740,9,7,9,4,13,1,0,0,40,0,-1
95,42,19,65372,10,10,9,5,13,1,0,0,40,1,-1
96,52,3,202452,9,7,9,7,13,1,0,0,43,1,-1
97,50,12,343748,10,15,12,8,13,0,0,0,35,1,-1
98,52,19,186785,9,10,11,7,13,0,0,1876,50,1,-1
99,36,19,113397,9,15,6,8,13,0,0,0,40,1,-1
100,29,19,256956,11,10,7,7,13,0,0,0,40,1,-1
101,20,19,114874,10,10,9,5,13,0,0,0,30,1,-1
102,39,19,174938,13,10,13,7,13,0,0,0,40,1,-1
103,62,19,225652,4,15,13,8,13,0,3411,0,50,1,-1
104,51,19,203435,10,7,11,4,13,1,0,0,40,0,-1
105,43,8,169203,11,10,9,7,13,1,0,0,35,1,-1
106,45,19,127303,10,10,7,5,13,0,0,0,45,1,-1
107,51,19,246519,6,15,6,8,13,0,2105,0,45,1,-1
108,43,4,196945,9,15,8,8,5,0,0,0,78,0,-1
109,46,19,134727,7,7,7,4,2,0,0,0,43,0,-1
110,50,4,175339,9,15,12,8,13,0,0,1672,60,1,-1
111,25,19,221757,9,7,12,7,13,0,3325,0,45,1,-1
112,28,8,216481,13,10,13,7,13,1,0,0,40,1,-1
113,31,19,209448,6,15,4,8,13,0,2105,0,40,0,-1
114,20,19,32732,10,10,8,7,13,0,0,0,45,1,-1
115,59,19,284834,13,15,9,2,13,1,2885,0,30,1,-1
116,48,19,176026,9,15,7,8,13,0,0,0,40,1,-1
117,62,19,162245,15,15,13,8,13,0,0,1628,70,1,-1
118,56,19,117148,4,7,7,7,13,1,0,0,40,1,-1
119,42,3,141459,9,4,8,1,7,1,0,0,40,1,-1
120,52,19,208137,11,15,9,8,13,0,0,0,40,1,-1
121,22,19,169188,9,10,10,5,13,1,0,0,20,1,-1
122,30,19,27207,7,15,12,8,13,0,0,0,45,1,-1
123,26,19,161007,13,10,9,5,13,0,0,0,30,1,-1
124,39,19,328466,7,15,8,8,13,0,2407,0,70,0,-1
125,59,19,143372,6,7,9,7,7,1,0,0,40,1,-1
126,43,19,184378,13,10,13,7,13,0,0,0,40,1,-1
127,24,19,38455,10,10,12,7,13,0,0,0,40,1,-1
128,17,19,103851,7,10,9,5,13,1,1055,0,20,1,-1
129,29,19,112031,9,7,12,7,13,1,0,0,50,1,-1
130,42,19,190767,13,7,9,7,13,1,0,0,40,1,-1
131,26,19,314177,9,10,11,7,7,0,0,0,40,1,-1
132,42,19,182342,10,5,10,7,13,1,0,0,55,1,-1
133,47,12,162924,13,7,10,7,5,0,0,0,60,0,-1
134,29,19,52199,9,3,2,7,13,0,0,0,40,1,-1
135,66,19,142723,3,3,6,4,13,1,0,0,40,0,-1
136,38,19,204640,10,5,9,4,7,1,0,0,40,1,-1
137,22,19,267174,9,10,6,5,7,0,0,0,40,1,-1
138,45,19,191914,9,7,5,4,13,1,0,0,55,1,-1
139,45,19,338105,13,15,9,8,5,0,0,0,40,0,-1
140,21,19,131811,9,15,6,8,13,0,0,0,40,1,-1
141,46,19,138999,10,15,7,8,13,0,0,0,40,1,-1
142,42,12,201522,13,15,11,8,13,0,0,0,60,1,-1
143,68,12,197015,9,15,4,8,13,0,0,0,45,1,-1
144,31,19,91666,9,10,5,7,13,0,0,0,50,1,-1
145,41,12,66632,10,7,12,7,13,0,0,0,40,1,-1
146,20,19,164922,9,10,12,5,13,0,0,0,40,1,-1
147,39,19,165186,10,15,4,8,13,0,0,0,45,1,-1
148,21,19,165475,9,15,7,8,13,0,0,0,40,1,-1
149,28,19,291374,9,10,9,4,7,1,0,0,40,1,-1
150,31,19,348491,13,10,10,7,7,1,0,0,40,1,-1
151,51,5,196504,9,7,12,4,13,0,0,0,38,1,-1
152,31,19,331065,13,10,10,7,13,1,0,1408,40,1,-1
153,36,19,103110,16,10,13,7,13,0,0,0,40,0,-1
154,27,19,335764,7,15,11,5,7,0,0,0,35,1,-1
155,23,19,196816,9,10,13,7,13,0,0,0,30,1,-1
156,20,19,176321,8,10,9,5,13,1,0,0,40,0,-1
157,63,19,54851,9,15,13,8,13,0,0,0,40,1,-1
158,25,19,304032,9,10,9,5,13,0,0,0,36,1,-1
159,17,19,103810,8,10,13,5,13,0,0,0,40,1,-1
160,39,19,179579,9,10,12,5,13,0,0,0,40,1,-1
161,28,5,130620,7,4,9,4,5,1,0,0,40,0,-1
162,49,19,122493,9,5,3,4,13,0,0,0,40,1,-1
163,30,19,19302,10,10,9,7,13,0,0,0,48,1,-1
164,32,12,197867,11,7,11,4,13,0,0,0,50,1,-1
165,46,19,187581,9,7,12,1,13,0,0,0,40,1,-1
166,25,19,192149,13,10,9,5,13,1,0,0,40,1,-1
167,39,19,179352,10,7,13,7,13,1,0,0,35,1,-1
168,23,19,336360,4,10,12,5,7,0,0,0,40,1,-1
169,36,19,184659,10,15,9,8,13,0,0,0,52,1,-1
170,42,12,220647,13,15,4,8,13,0,0,0,45,1,-1
171,44,19,167955,9,15,12,8,13,0,0,0,40,0,-1
172,17,19,329783,6,10,11,1,13,1,0,0,10,1,-1
173,46,19,109089,9,7,12,7,13,0,0,0,37,1,-1
174,26,19,386585,10,7,3,7,13,0,0,0,60,1,-1
175,58,4,190541,9,10,11,7,13,0,0,0,47,1,-1
176,19,19,43285,10,10,9,5,13,1,0,0,20,1,-1
177,25,3,207342,10,10,10,7,7,0,0,0,40,1,-1
178,22,19,181773,9,10,5,5,7,0,0,0,40,1,-1
179,20,19,242077,9,7,11,7,7,1,0,0,40,1,-1
180,27,19,200500,4,15,5,8,13,0,0,0,45,1,-1
181,32,5,117927,10,10,9,7,7,1,0,0,40,1,-1
182,33,19,86143,10,10,10,5,5,0,0,0,40,0,-1
183,20,19,287681,10,10,13,5,13,0,0,0,36,1,-1
184,32,12,171091,9,15,11,8,13,0,0,0,40,1,-1
185,46,19,86220,13,7,11,7,13,1,0,0,40,1,-1
186,26,12,284343,12,10,12,7,13,0,0,0,40,1,-1
187,32,19,123429,6,4,12,7,13,0,0,0,40,1,-1
188,54,19,240542,10,7,11,4,13,1,0,0,48,1,-1
189,60,19,162947,3,7,7,7,13,1,0,0,40,0,-1
190,28,19,173649,9,10,8,5,7,1,0,0,40,1,-1
191,21,19,294789,10,10,8,7,13,1,0,0,25,1,-1
192,25,19,198632,10,3,11,7,13,0,0,0,50,1,-1
193,27,19,93021,9,10,9,4,1,1,0,0,40,1,-1
194,24,19,121313,9,15,9,8,13,0,0,0,40,1,-1
195,40,19,153799,2,3,7,4,13,1,0,0,40,0,-1
196,35,19,325802,12,7,6,4,13,1,0,0,24,1,-1
197,18,19,40829,7,10,11,1,2,1,0,0,25,1,-1
198,24,19,210781,13,10,12,7,13,1,0,0,40,1,-1
199,28,19,128509,3,10,7,7,13,1,0,0,40,1,-1
200,23,19,334357,9,10,9,5,7,1,0,0,40,1,-1
201,41,19,176069,9,4,7,4,13,1,0,0,40,1,-1
202,33,19,91964,10,10,9,4,13,0,0,0,40,1,-1
203,22,19,216563,9,10,13,1,13,1,0,0,40,1,-1
204,56,12,157486,6,7,11,5,13,0,0,0,40,1,-1
205,20,19,224059,9,10,8,7,13,0,0,0,40,1,-1
206,21,19,286853,9,10,8,5,13,0,0,0,35,1,-1
207,34,19,231238,9,15,7,8,7,0,0,0,40,1,-1
208,40,19,225978,10,4,10,7,7,0,0,0,40,1,-1
209,41,19,255044,13,7,10,7,13,1,0,0,55,1,-1
210,54,19,178251,12,5,9,4,13,1,0,0,30,1,-1
211,34,19,355571,9,7,7,4,7,1,0,0,40,1,-1
212,44,19,174491,9,5,8,4,7,1,0,0,30,1,-1
213,41,19,23646,14,10,13,7,13,1,0,0,40,1,-1
214,63,8,41161,9,15,10,8,13,0,0,0,55,1,-1
215,48,19,75104,13,15,13,8,13,0,0,0,50,1,-1
216,28,19,157813,7,7,13,4,13,1,0,0,58,0,-1
217,28,19,335357,9,10,6,5,7,0,0,0,40,1,-1
218,28,19,334368,10,4,9,7,13,1,0,0,40,1,-1
219,21,19,108670,9,10,13,7,13,1,0,0,40,1,-1
220,33,8,262042,9,7,9,5,13,1,0,1138,40,1,-1
221,63,12,26904,9,15,4,8,13,0,0,0,98,1,-1
222,43,12,180599,9,10,12,7,13,0,0,0,35,1,-1
223,28,5,107218,13,10,3,5,5,0,0,0,20,1,-1
224,53,19,103931,10,15,13,8,13,0,0,0,40,1,-1
225,27,19,85625,10,10,11,7,13,0,0,0,20,1,-1
226,55,12,149168,9,15,4,8,13,0,0,0,30,1,-1
227,35,12,361888,13,15,11,8,13,0,0,0,60,0,-1
228,25,19,117589,12,10,9,7,13,1,0,0,40,1,-1
229,49,19,36032,10,10,10,7,7,1,0,0,40,1,-1
230,30,19,398827,9,1,9,8,13,0,0,0,60,1,-1
231,31,19,265706,13,10,11,7,13,0,0,0,40,1,-1
232,40,19,245529,12,7,13,7,13,1,0,0,40,1,-1
233,27,19,229803,9,10,12,5,7,0,0,0,40,1,-1
234,44,19,111275,9,7,7,4,7,1,0,0,56,1,-1
235,39,19,278187,9,15,7,8,13,0,0,0,40,1,-1
236,52,4,210736,13,15,11,8,13,0,0,0,60,1,-1
237,26,19,200639,10,15,7,8,13,0,0,0,40,1,-1
238,41,19,247752,9,15,11,8,13,0,0,0,40,1,-1
239,21,19,275726,9,10,12,5,7,0,0,0,40,1,-1
240,58,12,197665,9,3,8,4,13,1,0,0,45,1,-1
241,71,19,157909,10,10,8,7,13,1,2964,0,60,1,-1
242,31,19,169269,4,10,12,4,13,0,0,0,40,1,-1
243,53,8,135102,9,15,8,8,13,0,0,2002,45,1,-1
244,34,19,235124,9,10,8,4,7,1,0,0,35,1,-1
245,42,8,147510,13,4,13,4,13,0,0,0,40,1,-1
246,26,19,108658,9,10,12,7,13,0,0,0,40,1,-1
247,45,19,183168,13,7,10,4,13,1,0,0,40,1,-1
248,74,19,29866,4,15,13,8,13,0,0,0,2,1,-1
249,47,19,664821,13,15,8,8,13,0,0,0,40,0,-1
250,23,19,227594,13,10,13,5,13,1,0,0,38,1,-1
251,39,19,172718,9,7,9,4,13,1,0,0,40,1,-1
252,31,19,83446,9,5,12,4,13,1,0,0,40,1,-1
253,25,19,374163,9,3,4,7,1,0,0,0,40,0,-1
254,20,19,185554,10,10,9,5,13,1,0,0,25,1,-1
255,35,12,462890,6,15,5,8,7,0,0,0,50,1,-1
256,33,19,161745,11,15,4,8,13,0,0,0,45,1,-1
257,31,19,197023,11,15,7,8,2,0,0,0,40,1,-1
258,30,5,295612,9,4,9,7,13,1,0,0,40,1,-1
259,36,19,203482,9,15,7,8,13,0,0,0,40,1,-1
260,33,19,239781,1,15,4,8,13,0,0,0,40,0,-1
261,35,19,465326,13,15,11,8,13,0,0,0,40,1,-1
262,23,19,210443,13,10,13,5,13,1,0,0,40,1,-1
263,44,19,54507,9,10,7,7,13,1,0,0,40,1,-1
264,31,19,283268,13,10,13,4,13,1,0,0,36,1,-1
265,26,19,152035,9,10,9,5,13,1,0,0,40,1,-1
266,24,19,102493,9,15,6,8,13,0,0,0,40,1,-1
267,46,19,97883,13,10,11,7,13,1,0,0,35,1,-1
268,23,19,60847,11,10,11,4,13,1,0,0,60,1,-1
269,24,19,278130,13,10,13,7,13,0,0,0,40,1,-1
270,29,19,95465,9,15,8,8,13,0,0,0,40,1,-1
271,19,19,182355,10,10,9,5,7,1,0,0,20,1,-1
272,23,19,244771,10,10,7,5,7,1,0,0,20,0,-1
273,31,19,119422,9,15,11,8,13,0,0,0,40,1,-1
274,32,19,130304,9,15,13,8,13,0,0,1485,48,1,-1
275,63,12,231777,13,10,5,7,13,0,0,0,40,1,-1
276,18,19,104704,9,10,9,5,7,0,0,0,40,1,-1
277,31,19,226883,9,7,13,5,13,0,0,0,75,1,-1
278,48,19,62605,9,7,9,7,13,1,0,0,35,1,-1
279,37,8,31023,10,15,8,8,13,0,0,0,40,1,-1
280,22,19,437994,10,10,8,1,7,0,0,0,20,1,-1
281,21,8,596776,10,10,9,5,13,0,0,0,40,0,-1
282,18,19,193741,7,10,8,1,7,0,0,0,30,1,-1
283,35,19,334291,10,15,12,8,13,0,0,0,50,1,-1
284,22,19,369549,10,10,8,7,7,1,0,0,30,1,-1
285,74,19,95825,10,5,13,7,13,1,0,0,3,1,-1
286,20,19,231981,10,10,5,7,13,0,0,0,32,1,-1
287,28,19,132870,7,15,12,8,13,0,0,0,45,1,-1
288,38,19,206535,10,7,3,4,13,1,0,0,50,1,-1
289,34,19,353213,12,4,12,7,13,0,0,0,60,1,-1
290,40,19,130571,9,10,8,7,13,1,0,0,40,1,-1
291,38,19,298841,10,10,10,7,13,1,0,0,45,1,-1
292,51,8,175750,9,7,5,4,7,0,0,0,40,1,-1
293,61,19,147845,4,15,5,8,13,0,0,0,31,1,-1
294,57,5,141459,10,7,13,4,13,1,0,0,40,1,-1
295,28,19,247445,9,10,9,7,13,0,0,0,40,1,-1
296,72,19,53684,10,15,2,8,7,0,0,0,40,1,-1
297,53,19,103950,14,7,13,7,13,1,0,0,40,1,-1
298,43,19,421837,10,15,7,8,13,0,0,0,40,0,-1
299,42,19,44121,14,7,13,7,13,1,0,1876,40,1,-1
300,44,5,296326,13,10,9,7,13,0,0,0,40,1,-1
301,29,19,159768,9,10,7,7,13,0,3325,0,40,0,-1
302,35,19,95551,9,4,10,7,13,1,0,0,36,1,-1
303,64,19,102103,9,7,1,7,13,1,0,0,50,1,-1
304,25,4,163039,12,10,11,7,13,0,0,0,60,1,-1
305,29,8,329426,9,10,2,7,13,0,0,0,40,1,-1
306,19,19,246652,10,10,11,5,13,1,0,0,40,1,-1
307,31,19,258849,11,10,9,4,7,1,0,0,40,1,-1
308,25,19,104662,9,10,8,4,13,1,0,0,22,1,-1
309,19,19,208874,10,10,13,5,13,0,0,0,40,1,-1
310,27,8,134813,14,10,13,5,13,0,0,0,52,1,-1
311,30,4,68330,10,15,11,8,13,0,0,0,50,1,-1
312,65,19,361721,11,15,5,8,13,0,0,0,20,1,-1
313,23,19,202344,13,10,13,5,13,1,0,0,40,1,-1
314,30,19,219838,8,7,7,7,13,0,0,0,40,1,-1
315,47,4,175958,13,10,11,7,13,0,3325,0,60,1,-1
316,29,19,446559,12,15,10,2,13,1,0,0,50,1,-1
317,36,8,348728,13,10,13,7,13,1,0,0,35,1,-1
318,30,19,327202,8,10,12,7,7,0,0,0,40,1,-1
319,18,19,395567,7,10,13,5,13,0,0,0,40,1,-1
320,30,19,58597,9,10,7,5,13,0,0,0,44,1,-1
321,27,4,233724,9,4,9,7,13,0,0,0,38,1,-1
322,75,12,231741,16,15,13,8,13,0,4931,0,3,1,-1
323,51,19,302146,7,10,8,7,7,1,0,0,40,1,-1
324,26,19,333541,9,10,8,7,13,0,0,0,24,1,-1
325,23,19,257621,13,10,11,7,13,1,0,0,45,1,-1
326,43,19,161226,13,15,7,8,2,0,0,0,40,1,-1
327,25,19,358975,9,10,8,7,13,1,0,0,35,1,-1
328,21,19,221480,10,10,3,5,13,1,0,0,25,0,-1
329,22,12,123440,10,10,12,7,13,0,0,0,48,1,-1
330,22,19,401335,10,10,8,4,7,1,0,0,30,1,-1
331,63,19,127363,10,15,13,2,13,1,0,0,12,1,-1
332,33,19,256211,9,15,7,8,5,0,0,0,40,0,-1
333,49,19,148398,9,7,7,7,7,1,0,0,40,1,-1
334,39,19,140854,9,10,13,7,13,0,0,0,50,1,-1
335,52,19,29658,9,15,9,8,13,0,0,0,40,1,-1
336,52,19,131631,7,4,7,4,7,0,0,0,40,1,-1
337,21,19,174503,9,10,9,7,13,1,0,0,30,1,-1
338,52,3,23780,10,7,9,7,13,0,0,0,40,1,-1
339,26,12,213258,9,7,4,4,13,0,0,0,65,1,-1
340,46,19,117502,9,15,9,2,13,1,0,0,40,1,-1
341,25,19,34541,11,10,13,7,13,1,0,0,36,0,-1
342,40,19,118001,9,10,6,7,7,0,0,0,40,1,-1
343,29,19,193260,13,15,12,1,5,0,0,0,30,0,-1
344,57,8,148509,13,15,13,8,5,0,0,0,35,0,-1
345,20,19,174391,9,10,6,5,13,1,0,0,40,1,-1
346,51,19,55507,9,15,12,8,7,0,0,0,40,1,-1
347,33,19,191856,10,7,9,7,13,1,0,0,40,1,-1
348,52,5,349795,13,15,2,8,13,0,0,0,40,1,-1
349,30,19,126242,10,15,8,2,13,1,0,0,40,1,-1
350,22,19,201799,9,10,11,5,13,1,0,0,40,1,-1
351,36,19,130926,13,7,9,7,13,1,3674,0,40,1,-1
352,30,19,142675,8,15,12,8,13,0,0,0,50,1,-1
353,35,8,185769,10,15,8,8,13,0,0,0,40,1,-1
354,18,19,146378,10,10,8,5,13,1,0,0,40,1,-1
355,25,19,262778,13,10,11,7,13,1,6849,0,50,1,-1
356,20,19,36235,12,10,9,7,13,1,0,0,40,1,-1
357,27,19,587310,4,10,8,1,13,0,0,0,35,0,-1
358,19,19,386378,10,10,8,5,13,0,0,0,20,1,-1
359,79,12,158319,9,5,8,7,13,1,0,0,24,1,-1
360,23,19,260019,4,10,4,4,1,0,0,0,36,0,-1
361,47,19,224108,9,5,13,4,13,1,0,0,40,1,-1
362,54,19,200098,13,7,11,7,7,1,0,0,60,1,-1
363,36,12,206520,13,10,12,5,13,0,0,0,40,1,-1
364,41,3,83411,9,15,8,8,13,0,0,0,40,1,-1
365,50,19,22428,14,10,13,7,13,0,0,0,40,1,-1
366,20,19,202994,10,10,13,5,13,1,0,0,16,1,-1
367,52,19,188644,3,3,12,1,13,0,0,0,40,0,-1
368,37,3,289653,10,15,12,8,13,0,0,0,40,1,-1
369,20,19,275190,9,10,9,5,13,1,0,0,40,1,-1
370,22,19,162869,10,10,11,1,13,0,0,0,65,1,-1
371,34,19,114973,9,4,10,4,13,1,0,0,30,1,-1
372,45,8,197332,13,10,10,7,13,0,0,0,40,1,-1
373,47,19,30457,11,15,8,8,13,0,0,0,40,1,-1
374,21,19,207923,10,3,9,5,13,1,0,0,15,1,-1
375,17,19,139183,6,10,13,5,13,1,0,0,15,1,-1
376,17,8,246308,7,10,13,5,13,1,0,0,20,0,-1
377,29,19,77760,9,15,9,8,13,0,0,0,45,1,-1
378,52,19,270142,11,4,10,4,7,1,0,0,60,1,-1
379,26,19,132661,9,15,10,2,13,1,5013,0,40,1,-1
380,32,19,141410,9,15,7,8,7,0,0,0,40,1,-1
381,57,4,282913,9,15,11,8,13,0,0,0,40,0,-1
382,44,3,44822,10,15,12,8,13,0,0,0,40,1,-1
383,21,19,321666,9,10,12,5,13,0,594,0,40,1,-1
384,45,19,123075,9,15,10,8,13,0,0,0,50,1,-1
385,30,19,211840,10,4,11,4,7,1,0,0,16,1,-1
386,38,19,172571,10,7,12,5,13,0,0,0,58,0,-1
387,33,19,205649,12,3,12,7,13,0,0,0,20,1,-1
388,34,19,314646,5,15,12,8,13,0,0,0,40,1,-1
389,55,5,26290,11,5,10,7,2,1,0,0,38,1,-1
390,41,3,57924,10,10,2,5,13,0,0,0,40,1,-1
391,28,19,199600,9,15,7,8,7,0,0,0,40,1,-1
392,27,19,133937,14,10,11,5,13,0,0,0,40,1,-1
393,25,19,218667,3,15,6,5,13,0,0,0,40,1,-1
394,43,8,115603,10,7,9,4,13,1,0,0,40,1,-1
395,24,19,349691,10,10,11,1,7,1,0,0,40,1,-1
396,61,19,73809,10,7,9,7,13,1,0,0,40,1,-1
397,21,19,209483,10,10,11,5,13,1,0,0,20,1,-1
398,29,12,164607,9,15,12,8,13,0,0,0,40,1,-1
399,18,19,130389,7,10,8,5,13,0,0,0,20,0,-1
400,90,19,141758,5,10,9,7,13,1,0,0,40,1,-1
401,32,19,198068,9,10,5,7,13,0,0,0,60,1,-1
402,53,12,34973,10,15,4,8,13,0,0,0,45,1,-1
403,28,19,144063,9,15,10,8,13,0,0,0,40,1,-1
404,19,19,165115,9,10,11,7,13,1,0,0,40,1,-1
405,49,19,332355,9,15,10,8,13,0,0,0,40,1,-1
406,30,19,140011,11,15,6,8,13,0,0,0,53,1,-1
407,54,19,138845,10,10,8,7,13,1,0,0,40,1,-1
408,25,19,206343,9,10,2,1,13,0,0,0,40,1,-1
409,19,19,308064,9,10,13,7,7,1,0,0,40,1,-1
410,17,19,265657,7,10,8,5,13,0,0,0,25,1,-1
411,22,19,141003,11,10,8,5,13,0,0,0,30,1,-1
412,32,19,153078,13,10,8,7,5,0,0,0,40,0,-1
413,33,19,113364,9,7,9,5,13,0,0,0,40,1,-1
414,19,19,237455,9,10,6,5,13,1,0,0,25,1,-1
415,53,19,169182,6,3,7,7,13,1,0,0,40,0,-1
416,54,8,182388,9,15,8,2,13,1,0,0,35,1,-1
417,41,19,336643,10,7,10,7,13,1,0,0,80,1,-1
418,28,19,96337,10,10,9,7,13,1,0,0,40,1,-1
419,55,19,231738,9,7,11,7,13,1,0,0,40,0,-1
420,37,19,130277,3,4,8,4,13,1,0,0,40,1,-1
421,33,19,158416,9,10,7,7,13,0,0,0,40,1,-1
422,58,19,127264,6,15,12,8,13,0,0,0,50,1,-1
423,30,19,303867,9,4,5,7,13,0,0,0,44,1,-1
424,27,19,329005,9,10,12,5,13,0,0,0,40,1,-1
425,24,19,200997,9,10,6,5,13,0,0,0,45,1,-1
426,26,19,306225,13,10,10,7,5,1,0,0,40,0,-1
427,56,19,174744,9,15,8,8,13,0,0,0,40,1,-1
428,48,19,265083,6,7,11,7,13,1,0,0,38,1,-1
429,35,19,255702,9,10,8,5,13,1,0,0,27,1,-1
430,38,5,352628,13,7,13,7,13,1,0,0,40,1,-1
431,71,19,250263,10,15,13,8,13,0,3432,0,30,1,-1
432,49,19,168216,4,15,7,8,13,0,0,0,48,1,-1
433,37,19,170408,11,7,7,7,13,1,0,0,30,1,-1
434,47,12,118506,13,15,10,5,13,0,0,0,60,1,-1
435,46,19,256522,2,10,7,5,13,0,0,0,40,0,-1
436,20,19,165804,10,10,9,5,1,1,0,0,40,1,-1
